human,mouse
OLR1,Olr1
LUM,Lum
DMAP1,Dmap1
KLF6,Klf6
PHACTR4,Phactr4
STAT5B,Stat5b
ABHD2,Abhd2
AP1S1,Ap1s1
ATF7IP,Atf7ip
GPBAR1,Gpbar1
LRRC57,Lrrc57
TNRC18,Tnrc18
PTGS1,Ptgs1
KLHL33,Klhl33
C14orf119,1700123O20Rik
UTY,Uty
ITGAX,Itgax
VGF,Vgf
ACIN1,Acin1
TMEM52B,Tmem52b
PRELID3B,Prelid3b
LRG1,Lrg1
VAMP4,Vamp4
TMEM201,Tmem201
TBR1,Tbr1
NUTM2B,Nutm2
PLIN5,Plin5
EEFSEC,Eefsec
MT3,Mt3
SCUBE1,Scube1
CMTM3,Cmtm3
SEC61A1,Sec61a1
SH3BP5,Sh3bp5
AGRP,Agrp
HIF1A,Hif1a
GPAT3,Gpat3
TF,Trf
TF,Gm20425
SLC4A10,Slc4a10
GSS,Gss
ZNF709,Zfp872
SFRP4,Sfrp4
RUVBL1,Ruvbl1
RUVBL1,Gm3086
SUMF1,Sumf1
DEF8,Def8
TMEM45A,Tmem45a
TMEM45A,Tmem45a2
CASP3,Casp3
NME8,Nme8
GAS7,Gas7
PTX4,Ptx4
PSMD8,Psmd8
CD6,Cd6
DCK,Dck
ZNF791,Zfp791
TESK2,Tesk2
CAPNS2,Capns2
DYM,Dym
LPCAT2,Lpcat2
GPR141,Gpr141
AKAP2,Akap2
EPDR1,Epdr1
FAM65A,Fam65a
ZNF564,Zfp867
RALGAPB,Ralgapb
TOE1,Toe1
PPHLN1,Pphln1
PALM2-AKAP2,Pakap
ZNF831,Zfp831
WIPF3,Wipf3
MPV17,Mpv17
NIN,Nin
ORM2,Orm3
ORM2,Orm2
ORM2,Orm1
MOB1B,Mob1b
ATXN7L3,Atxn7l3
APH1B,Aph1c
APH1B,Aph1b
LRRN1,Lrrn1
POR,Por
SNAPC1,Snapc1
PNPLA1,Pnpla1
VWF,Vwf
ORM1,Orm3
ORM1,Orm2
ORM1,Orm1
FXYD7,Fxyd7
PDIA3,Pdia3
LIFR,Lifr
PRPH2,Prph2
AAMP,Aamp
PALM2,Palm2
FAM105A,Fam105a
GNAL,Gnal
SSFA2,Ssfa2
LGI4,Lgi4
SFXN3,Sfxn3
CUTC,Cutc
SNRNP70,Snrnp70
TMEM86B,Tmem86b
SALL1,Sall1
SMCHD1,Smchd1
PPP6R1,Ppp6r1
C9orf131,1700022I11Rik
ARL11,Arl11
COX15,Cox15
SERF2,Serf2
NUTM2E,Nutm2
HLA-DOA,H2-Oa
MYADM,Myadm
NADK,Nadk
ENTPD7,Entpd7
FXYD1,Fxyd1
CHGB,Chgb
KIF9,Kif9
RCC1,Rcc1
OR7A5,Olfr1351
OR7A5,Olfr1353
OR7A5,Olfr1354
OR7A5,Olfr57
OR7A5,Olfr8
OR7A5,Olfr19
OR7A5,Olfr1352
IFT140,Ift140
FCGR1A,Fcgr1
CCNY,Ccny
RGPD3,Ranbp2
ATL2,Atl2
COMP,Comp
GNPTG,Gnptg
CASS4,Cass4
C6orf222,4930539E08Rik
DLG3,Dlg3
HLTF,Hltf
HIST2H2BF,Hist2h2bb
CHMP1B,Chmp1b
AKNA,Akna
CCNA2,Ccna2
DMRT1,Dmrt1
SERINC4,Serinc4
STK4,Stk4
TSR3,Tsr3
TNFRSF13B,Tnfrsf13b
EXOSC9,Exosc9
EPGN,Epgn
DCN,Dcn
MME,Mme
RNASEH2B,Rnaseh2b
CHODL,Chodl
EBPL,Ebpl
TELO2,Telo2
ZCRB1,Zcrb1
ELL3,Ell3
TMEM120A,Tmem120a
PSEN1,Psen1
ADAMTS12,Adamts12
KRT24,Krt24
CD8B,Cd8b1
OR7A10,Olfr1351
OR7A10,Olfr1353
OR7A10,Olfr1354
OR7A10,Olfr57
OR7A10,Olfr8
OR7A10,Olfr19
OR7A10,Olfr1352
CREG2,Creg2
CDYL,Cdyl
TFE3,Tfe3
CCDC34,Ccdc34
SFTPD,Sftpd
RALGAPA2,Ralgapa2
PCIF1,Pcif1
STT3B,Stt3b
POLR2C,Polr2c
HMG20A,Hmg20a
HYPK,Hypk
APOF,Apof
CHD2,Chd2
TMEM204,Tmem204
PDGFA,Pdgfa
RUNX1,Runx1
KRT25,Krt25
KLHL18,Klhl18
OR7A17,Olfr1351
OR7A17,Olfr1353
OR7A17,Olfr1354
OR7A17,Olfr57
OR7A17,Olfr8
OR7A17,Olfr19
OR7A17,Olfr1352
EEF1A1,Eef1a1
DDX19A,Ddx19a
CLEC4G,Clec4g
KRT26,Krt26
RGPD1,Ranbp2
ERICH6,Erich6
DMRT3,Dmrt3
NIFK,Nifk
FAM25G,Fam25c
CPXM1,Cpxm1
COQ9,Coq9
CDC42SE1,Cdc42se1
ZMYND19,Zmynd19
SERPINI1,Serpini1
ZAR1L,Zar1l
DENND4C,Dennd4c
SPIB,Spib
PIGO,Pigo
RFX8,Rfx8
LGR4,Lgr4
ZNF76,Zfp523
C1orf56,Gm128
GGN,Ggn
GPR132,Gpr132
MLLT11,Mllt11
C20orf141,1700020A23Rik
CERCAM,Cercam
KLRG1,Klrg1
TMEM239,Tmem239
RXFP3,Rxfp3
SLIT2,Slit2
GLRX5,Glrx5
CAPG,Capg
TACC3,Tacc3
WT1,Wt1
SLC45A2,Slc45a2
CXorf66,Gm7073
POLD1,Pold1
UPRT,Uprt
KCNN4,Kcnn4
KRT27,Krt27
ACOT2,Acot2
ACOT2,Acot5
ACOT2,Acot1
ACOT2,Acot3
STARD6,Stard6
LCMT1,Lcmt1
ZSWIM2,Zswim2
ADGRG7,Adgrg7
NFU1,Nfu1
IRAK3,Irak3
KRT28,Krt28
DOK4,Dok4
C18orf54,4930503L19Rik
GPX1,Gpx1
MT1E,Mt1
TCP11,Tcp11
ACOT4,Acot4
CDAN1,Cdan1
DDX19B,Ddx19b
PDE7A,Pde7a
LBX2,Lbx2
RPP30,Rpp30
USP40,Usp40
MYH7B,Myh7b
NKX6-1,Nkx6-1
CD40,Cd40
ACOT6,Acot6
CELF2,Celf2
SLC10A2,Slc10a2
NPL,Npl
FMNL2,Fmnl2
KIF16B,Kif16b
CDCA7L,Cdca7l
CDS1,Cds1
TCTA,Tcta
C2CD5,C2cd5
TCL1B,Tcl1b4
TCL1B,Tcl1b3
TCL1B,Tcl1b2
TCL1B,Tcl1b1
TCL1B,Tcl1b5
TRPC4AP,Trpc4ap
NMUR1,Nmur1
RHOA,4930544G11Rik
ORC3,Orc3
SEC22A,Sec22a
TFPI,Tfpi
SUPV3L1,Supv3l1
ZNF25,Zfp9
RNF38,Rnf38
RASGRP1,Rasgrp1
CCDC120,Ccdc120
RABGEF1,Rabgef1
KRT10,Krt10
CD109,Cd109
PIP5K1A,Pip5k1a
PDIA5,Pdia5
MTFR1,Mtfr1
SUSD2,Susd2
LINGO1,Lingo1
CNN3,Cnn3
FOXJ2,Foxj2
DLL3,Dll3
NTN3,Tbc1d24
ADAMTSL1,Adamtsl1
C9orf152,D630039A03Rik
MAP7D3,Map7d3
PAQR7,Paqr7
KCNT1,Kcnt1
HCN4,Hcn4
TJP3,Tjp3
CALCRL,Calcrl
ANXA1,Anxa1
CIAPIN1,Ciapin1
DIRAS2,Diras2
TIMELESS,Timeless
CEP57L1,Cep57l1
DNAL1,Dnal1
KCTD7,Kctd7
RPP40,Rpp40
ABCB11,Abcb11
HS6ST2,Hs6st2
ADAMTS7,Adamts7
CFAP46,Cfap46
STMN1,Stmn1
ABCC2,Abcc2
METTL13,Mettl13
PCGF1,Pcgf1
TEX44,Tex44
CYP1B1,Cyp1b1
FBRS,Fbrs
RANGRF,Rangrf
TFG,Tfg
ATP6V1B2,Atp6v1b2
AKAP6,Akap6
RMDN2,Rmdn2
MORF4L1,Morf4l1
MT1M,Mt1
SLC25A35,Slc25a35
FOS,Fos
FSTL5,Fstl5
HIST2H3D,Hist1h3f
SLC43A2,Slc43a2
SPRED3,Spred3
LIN7C,Lin7c
MOBP,Mobp
PAPD7,Papd7
CD9,Cd9
CTSV,Ctsl
KRT12,Krt12
STAT5A,Stat5a
OR7C2,Olfr1356
NKD2,Nkd2
KPNA3,Kpna3
TXN,Txn1
CD209,Cd209e
CD209,Cd209a
CD209,Cd209b
CD209,Cd209c
CD209,Cd209d
HBS1L,Hbs1l
FUNDC2,Fundc2
FUNDC2,1700034I23Rik
SLC17A5,Slc17a5
ATP6V0C,Atp6v0c
JDP2,Jdp2
TSPAN13,Tspan13
TRIM45,Trim45
TSSC1,Tssc1
POU2F1,Pou2f1
APBA3,Apba3
USP26,Usp26
LZTS1,Lzts1
F8,F8
SOX3,Sox3
C3AR1,C3ar1
AMDHD2,Amdhd2
TFDP3,Tfdp1
MAGEA12,Magea1
MAGEA12,Magea10
MAGEA12,Magea8
MAGEA12,Magea2
MAGEA12,Magea6
MAGEA12,3830417A13Rik
MAGEA12,1700080O16Rik
MAGEA12,Magea3
MAGEA12,Magea5
MAGEA12,Magea4
KCTD20,Kctd20
CTNNBIP1,Ctnnbip1
TBCC,Tbcc
SLC1A6,Slc1a6
HS6ST3,Hs6st3
MT1A,Mt2
KPNA6,Kpna6
CAD,Cad
SLC6A2,Slc6a2
PARD3B,Pard3b
HS3ST3B1,Hs3st3b1
HS3ST3B1,Hs3st3a1
RAB6B,Rab6b
H2AFB1,H2afb2
H2AFB1,H2afb1
H2AFB1,H2afb3
F8A1,F8a
SPAG4,Spag4
SEMA6B,Sema6b
GFRA2,Gfra2
RLBP1,Rlbp1
NECAB3,Necab3
ABCB4,Abcb4
SRPRB,Srprb
CCDC105,Ccdc105
MAST4,Mast4
DNAJC2,Dnajc2
HIST2H3C,Hist1h3e
TAL2,Tal2
MAGEA6,Magea1
MAGEA6,Magea10
MAGEA6,Magea8
MAGEA6,Magea2
MAGEA6,Magea6
MAGEA6,3830417A13Rik
MAGEA6,1700080O16Rik
MAGEA6,Magea3
MAGEA6,Magea5
MAGEA6,Magea4
SLC37A1,Slc37a1
ALG14,Alg14
MAGEA2,Magea1
MAGEA2,Magea10
MAGEA2,Magea8
MAGEA2,Magea2
MAGEA2,Magea6
MAGEA2,3830417A13Rik
MAGEA2,1700080O16Rik
MAGEA2,Magea3
MAGEA2,Magea5
MAGEA2,Magea4
TMEM38B,Tmem38b
TMEM254,Tmem254b
TMEM254,Tmem254a
TMEM254,Tmem254c
SLC22A17,Slc22a17
MAP4K4,Map4k4
LGALS9C,Lgals9
VPS16,Vps16
PXT1,Pxt1
GABARAPL1,Gabarapl1
NUDT14,Nudt14
DTHD1,Dthd1
OTULIN,Otulin
TTBK2,Ttbk2
NPTN,Nptn
ZNF335,Zfp335
RSPH1,Rsph1
ISOC1,Isoc1
R3HDM2,R3hdm2
JAG2,Jag2
CDH22,Cdh22
RELN,Reln
LDHA,Ldha
LDOC1,Ldoc1
DSG3,Dsg3
KRT20,Krt20
GREB1,Greb1
VTCN1,Vtcn1
OSGEP,Osgep
CARMIL1,Carmil1
ADAMTS19,Adamts19
STOML2,Stoml2
HIST2H2AA3,Hist2h2aa2
MT1F,Mt2
REC114,Rec114
GJD4,Gjd4
GABPB2,Gabpb2
AGR2,Agr2
GNB1,Gnb1
CHSY3,Chsy3
HIST2H2AA4,Hist2h2aa2
PTPRA,Ptpra
ARPP21,Arpp21
KAZALD1,Kazald1
KCNS1,Kcns1
EHMT1,Ehmt1
KIAA1024L,A730017C20Rik
BDNF,Bdnf
SEC11C,Sec11c
MT1G,Mt2
A2M,A2m
ARHGAP21,Arhgap21
CD164L2,Cd164l2
ISL1,Isl1
HIST2H3A,Hist1h3d
EREG,Ereg
HIST2H4B,Hist1h4c
SLC12A4,Slc12a4
MAGEC3,4930550L24Rik
GBP4,Gbp7
GBP4,Gbp3
CATSPER3,Catsper3
MPIG6B,G6b
SPPL2A,Sppl2a
WFDC5,Wfdc5
TSN,Tsn
PCBD2,Pcbd2
MT1H,Mt2
DMRT2,Dmrt2
STAC3,Stac3
ACTL10,Actl10
WFDC12,Wfdc12
C20orf144,1700003F12Rik
COL4A5,Col4a5
GFOD1,Gfod1
SYK,Syk
MAGEC1,4930550L24Rik
SYNPR,Synpr
HIST2H2AC,Hist2h2ac
OSBPL10,Osbpl10
C9orf3,2010111I01Rik
CNTN1,Cntn1
GPC4,Gpc4
MPPED1,Mpped1
USP19,Usp19
DSG2,Dsg2
HIST2H2AB,Hist2h2ab
BOLA1,Bola1
EMILIN2,Emilin2
GLTSCR1L,Gltscr1l
CARD10,Card10
ARMCX4,Armcx4
GRIP1,Grip1
SPATA7,Spata7
PMPCB,Pmpcb
TOX3,Tox3
CCAR1,Ccar1
TMTC1,Tmtc1
MAGEC2,4930550L24Rik
GGT5,Ggt5
TRAPPC12,Trappc12
SPRYD7,Spryd7
TLX1,Tlx1
SIAH2,Siah2
YTHDC2,Ythdc2
FGFR3,Fgfr3
TRMT6,Trmt6
EFNB3,Efnb3
IKBKE,Ikbke
AREG,Areg
KLRD1,Klrd1
WDFY3,Wdfy3
MINDY4B,Fam188b2-ps
PNMA1,Pnma1
RBSN,Rbsn
ELL2,Ell2
FGFBP1,Fgfbp1
CLRN1,Clrn1
TLX2,Tlx2
GPR3,Gpr3
BRCA2,Brca2
PTGIR,Ptgir
PIK3CD,Pik3cd
TAOK2,Taok2
ERAP1,Erap1
ST6GAL2,St6gal2
PSMC2,Psmc2
LZIC,Lzic
AKIRIN2,Akirin2
ZFP36L1,Zfp36l1
KRT39,Krt39
CCDC141,Ccdc141
NAF1,Naf1
SLC12A7,Slc12a7
CMTM4,Cmtm4
KRT23,Krt23
KDM5C,Kdm5c
ZBTB8A,Zbtb8a
LY6G6C,Ly6g6c
CA12,Car12
ZBTB8B,Zbtb8b
SUOX,Suox
NMNAT1,Nmnat1
ZBTB8OS,Zbtb8os
SLC26A5,Slc26a5
TMPRSS15,Tmprss15
EIF3M,Eif3m
LRRC37A,Lrrc37a
LRRC37A,Gm884
PCED1A,Pced1a
ADCY2,Adcy2
GPC3,Gpc3
LIN7B,Lin7b
EFEMP1,Efemp1
PCSK1,Pcsk1
NCAN,Ncan
PTPN21,Ptpn21
FBXL18,Fbxl18
CHAF1B,Chaf1b
ARRDC1,Arrdc1
ARMC3,Armc3
ME1,Me1
TTN,Ttn
CCDC73,Ccdc73
SPECC1,Specc1
BATF,Batf
LBX1,Lbx1
ARHGEF15,Arhgef15
B3GNT5,B3gnt5
PROM1,Prom1
MORC3,Morc3
EFCAB6,Efcab6
SPACA1,Spaca1
SLITRK4,Slitrk4
ANKH,Ank
HELB,Helb
TXNDC8,Txndc8
SELENOV,Selenov
LCAT,Lcat
SLC8A2,Slc8a2
CNR1,Cnr1
CAST,Cast
CACNA1B,Cacna1b
GNG8,Gng8
SLC4A4,Slc4a4
ZDHHC15,Zdhhc15
CETN2,Cetn2
SLC6A19,Slc6a19
EID2B,Eid2b
KLHL14,Klhl14
MYO18A,Myo18a
MYH13,Myh13
OSMR,Osmr
DHX9,Dhx9
DNAJB8,Dnajb8
C1orf53,2310009B15Rik
EID2,Eid2
AKR1E2,Akr1e1
SH3RF1,Sh3rf1
P2RX6,P2rx6
EVL,Evl
PRKCG,Prkcg
MAGEE2,Magee2
LHX9,Lhx9
CENPU,Cenpu
CLSTN1,Clstn1
PDE9A,Pde9a
ZNHIT1,Znhit1
DPCR1,Dpcr1
PTPN18,Ptpn18
C8orf58,9930012K11Rik
SFTA2,Sfta2
GATA2,Gata2
TXLNA,Txlna
PLOD3,Plod3
BRS3,Brs3
RICTOR,Rictor
OR1J1,Olfr3
TGFB3,Tgfb3
PRKD2,Prkd2
ODF4,Odf4
MUC5AC,Muc5ac
CCDC178,Ccdc178
PON2,Pon2
OR1J4,Olfr350
TMEM265,Tmem265
AGR3,Agr3
NTSR2,Ntsr2
OR1N1,Olfr351
OR1N1,Olfr353
PPP1R3G,Ppp1r3g
RNF40,Rnf40
OR1N2,Olfr354
HSCB,Hscb
GNG2,Gng2
PDLIM2,Pdlim2
SLC7A4,Slc7a4
EDEM2,Edem2
NWD2,Nwd2
PRIMPOL,Primpol
OR1L8,Olfr355
TTLL5,Ttll5
THAP7,Thap7
DGKB,Dgkb
OCIAD2,Ociad2
DGKZ,Dgkz
CD5,Cd5
C4orf19,0610040J01Rik
RAB4B,Rab4b
DEF6,Def6
EDN3,Edn3
RELL1,Rell1
CHEK2,Chek2
SLC6A18,Slc6a18
KLF7,Klf7
KLRC4,Klrc2
KLRC4,Klrc1
KLRC4,Klrc3
KLRK1,Klrk1
VPS37C,Vps37c
HKDC1,Hkdc1
PAFAH2,Pafah2
N4BP2L1,N4bp2l1
MIA,Mia
MIA,Gm21983
ZDHHC20,Zdhhc20
FZD8,Fzd8
WDR45,Wdr45
OR1Q1,Olfr357
OR1B1,Olfr362
RAB4B-EGLN2,Rab4b
HTR6,Htr6
CYP2A7,Cyp2a5
CYP2A7,Cyp2a4
UPF1,Upf1
BTG1,Btg1-ps2
BTG1,Btg1-ps1
TRIM13,Trim13
MOCS2,Mocs2
ANKRD1,Ankrd1
KLRC4-KLRK1,Klrc2
KLRC4-KLRK1,Klrc1
KLRC4-KLRK1,Klrc3
TMEM8A,Tmem8
LIMA1,Lima1
N4BP2L2,N4bp2l2
CCDC180,Ccdc180
RPL26,Rpl26
RORB,Rorb
MIA-RAB4B,Mia
MIA-RAB4B,Gm21983
NEPRO,Nepro
CYP2A6,Cyp2a5
CYP2A6,Cyp2a4
IL6ST,Il6st
ATP11B,Atp11b
C14orf1,0610007P14Rik
DLEU7,Dleu7
VCP,Vcp
LRRC40,Lrrc40
SRCAP,Srcap
SRCAP,Gm42715
SPON2,Spon2
DEGS2,Degs2
PLBD1,Plbd1
FLVCR2,Mfsd7c
ZNF462,Zfp462
EFS,Efs
PITX1,Pitx1
BTC,Btc
LRRC7,Lrrc7
TMCO4,Tmco4
LPIN2,Lpin2
PPP1R1C,Ppp1r1c
ILF3,Ilf3
GUCY2C,Gucy2c
H2AFY,H2afy
DACT3,Dact3
GRP,Grp
ERI3,Eri3
CCDC189,Ccdc189
WASF2,Wasf2
IQCC,Iqcc
RAX,Rax
DQX1,Dqx1
GBP5,Gbp5
LETM1,Letm1
KPTN,Kptn
SMIM22,Smim22
FAM43A,Fam43a
CCDC28B,Ccdc28b
PLEKHH2,Plekhh2
IFT43,Ift43
CASP8,Casp8
NSDHL,Nsdhl
RNF186,Rnf186
GTPBP8,Gtpbp8
TMEM248,Tmem248
12-Sep,12-Sep
MUC21,Gm9573
SLC35C2,Slc35c2
EAF1,Eaf1
OXGR1,Oxgr1
FKBP14,Fkbp14
PHKG2,Phkg2
DNAH2,Dnah2
AHDC1,Ahdc1
PGM2,Pgm1
HTATSF1,Htatsf1
SIRT5,Sirt5
COLQ,Colq
MRTO4,Mrto4
ELMSAN1,Elmsan1
OR1L4,Olfr364-ps1
OR1L4,Olfr365
SCRN1,Scrn1
OR1L6,Olfr364-ps1
OR1L6,Olfr365
TCL1A,Tcl1
STK32A,Stk32a
SPRYD4,Spryd4
APBB1,Apbb1
MIP,Mip
PMP22,Pmp22
EMC1,Emc1
GLS2,Gls2
FAM47A,4930480E11Rik
FAM47A,Fam47c
FAM47A,4930402K13Rik
MBNL2,Mbnl2
ARMCX1,Armcx1
RAB27B,Rab27b
KCNRG,Kcnrg
CXorf38,1810030O07Rik
DNASE1L3,Dnase1l3
RAD23B,Rad23b
CAMK1G,Camk1g
NID2,Nid2
COPS7B,Cops7b
ARID2,Arid2
RPL7L1,Rpl7l1
RASSF5,Rassf5
RFC1,Rfc1
SNTN,Sntn
NFIA,Nfia
RASGRP4,Rasgrp4
RHOC,Rhoc
PARM1,Parm1
MTRR,Mtrr
TMEM56-RWDD3,Tmem56
PWP2,Pwp2
EIF2D,Eif2d
PIDD1,Pidd1
RWDD3,Rwdd3
CP,Cp
C14orf166,2700060E02Rik
EIF3I,Eif3i
GIPC3,Gipc3
ADI1,Adi1
CELSR1,Celsr1
METTL6,Mettl6
TM6SF2,Tm6sf2
CDC42EP1,Cdc42ep1
CTSB,Ctsb
OSBPL5,Osbpl5
TTR,Ttr
HAPLN4,Hapln4
DHRS9,Dhrs9
DCDC2B,Dcdc2b
DRAXIN,Draxin
C1QTNF4,C1qtnf4
KDM5D,Kdm5d
OTUD3,Otud3
TTLL6,Ttll6
TMEM234,Tmem234
LGALS2,Lgals2
TMEM52,Tmem52
STK38,Stk38
DPYSL3,Dpysl3
CASP14,Casp14
USP22,Usp22
FAM162B,Fam162b
SVEP1,Svep1
RPLP2,Rplp2
CEBPE,Cebpe
OR1I1,Olfr1357
FASTKD3,Fastkd3
THOC7,Thoc7
TFAP2E,Tfap2e
NEK7,Nek7
IL25,Il25
TRPM6,Trpm6
MYRIP,Myrip
C5orf49,1700001L19Rik
WHRN,Whrn
TMEM47,Tmem47
HPS3,Hps3
PDE6D,Pde6d
SLC25A22,Slc25a22
DEDD2,Dedd2
KCNMB4,Kcnmb4
GRAP2,Grap2
TUNAR,Tunar
NKX6-3,Nkx6-3
PAPLN,Papln
FAM47B,4930480E11Rik
FAM47B,Fam47c
FAM47B,4930402K13Rik
CBR1,Cbr1
CBR1,Gm5678
METTL21A,Mettl21a
RNASEH1,Rnaseh1
SNRPF,Snrpf
TACC2,Tacc2
CERS1,Gdf1
CERS1,Cers1
UGT1A3,Ugt1a2
UGT1A3,Ugt1a5
UGT1A4,Ugt1a2
UGT1A4,Ugt1a5
MELK,Melk
SNRPB2,Snrpb2
LRRC37A2,Lrrc37a
LRRC37A2,Gm884
CCDC38,Ccdc38
PPM1J,Ppm1j
SETD4,Setd4
PPARD,Ppard
TYW1,Tyw1
DNM3,Dnm3
HIPK1,Hipk1
FAM83F,Fam83f
SPATA16,Spata16
PFKFB4,Pfkfb4
GDF1,Gdf1
GDF1,Cers1
TBXA2R,Tbxa2r
GRAMD4,Gramd4
CREB1,Creb1
SYDE1,Syde1
C14orf132,D430019H16Rik
RAP2A,Rap2a
SV2A,Sv2a
SBDS,Sbds
ABCB1,Abcb1a
ABCB1,Abcb1b
GPRC6A,Gprc6a
ILVBL,Ilvbl
UGT1A7,Ugt1a10
UGT1A7,Ugt1a9
UGT1A7,Ugt1a8
PSMD4,Psmd4
MAGEB16,Mageb16
DOK2,Dok2
SNTG1,Sntg1
APEX1,Apex1
EIF1B,Eif1b
UGT1A9,Ugt1a10
UGT1A9,Ugt1a9
UGT1A9,Ugt1a8
CACTIN,Cactin
AUP1,Aup1
BDKRB2,Bdkrb2
SLPI,Slpi
AAK1,Aak1
LAMB3,Lamb3
CLEC4M,Cd209e
CLEC4M,Cd209a
CLEC4M,Cd209b
CLEC4M,Cd209c
CLEC4M,Cd209d
BDKRB1,Bdkrb1
OR5C1,Olfr368
CPLX4,Cplx4
UGT1A1,Ugt1a1
IKZF4,Ikzf4
EIF6,Eif6
LPIN1,Lpin1
UGT1A5,Ugt1a2
UGT1A5,Ugt1a5
FAM98C,Fam98c
PDCL,Pdcl
ACTB,Actb
NECAP1,Necap1
ABHD6,Abhd6
MTX1,Mtx1
PSMB2,Psmb2
UGT1A8,Ugt1a10
UGT1A8,Ugt1a9
UGT1A8,Ugt1a8
MEGF11,Megf11
DOK1,Dok1
GTF3C2,Gm29609
GTF3C2,Gtf3c2
PCGF5,Pcgf5
C1orf216,5730409E04Rik
CTBP1,Ctbp1
AQP8,Aqp8
THBS3,Thbs3
UGT1A6,Ugt1a6a
UGT1A6,Ugt1a7c
UGT1A6,Ugt1a6b
PLAC9,Plac9b
PLAC9,Plac9a
PLAC9,Gm9780
AHR,Ahr
GRB7,Grb7
PIGC,Pigc
CACNG7,Cacng7
HTRA2,Htra2
CWH43,Cwh43
ATP6V1G1,Atp6v1g1
RUNDC3B,Rundc3b
C1orf105,4930558K02Rik
MMP24-AS1,BC029722
B4GALT6,B4galt6
ANXA4,Anxa4
PARD6A,Pard6a
RNF220,Rnf220
PROCR,Procr
JAKMIP2,Jakmip2
TNRC6B,Tnrc6b
MATN4,Matn4
CGN,Cgn
MMP24,Mmp24
KIF1C,Kif1c
FANCE,Fance
EIF2B4,Eif2b4
KLF4,Klf4
UCN2,Ucn2
ADRA1A,Adra1a
LOXL3,Loxl3
UGT1A10,Ugt1a10
UGT1A10,Ugt1a9
UGT1A10,Ugt1a8
DNAJB11,Dnajb11
PLA2G2E,Pla2g2e
FCRL5,Fcrl5
SLITRK2,Slitrk2
HRG,Hrg
PTPRB,Ptprb
CFAP74,Cfap74
TMEM55B,Tmem55b
ZNF526,Zfp526
HECTD2,Hectd2
HINT1,Hint1
PLA2G2A,Pla2g2a
C6orf15,2300002M23Rik
TGFBR2,Tgfbr2
DECR2,Decr2
KCNN2,Kcnn2
SCGN,Scgn
RBPJL,Rbpjl
LYRM7,Lyrm7
HDC,Hdc
MUC5B,Muc5b
PRSS35,Prss35
AP4E1,Ap4e1
AHSG,Ahsg
GULP1,Gulp1
SAXO1,Saxo1
NCAM2,Ncam2
PHACTR3,Phactr3
FAM25C,Fam25c
SYT16,Syt16
KRT40,Krt40
TBCCD1,Tbccd1
SLCO2A1,Slco2a1
SNRNP200,Snrnp200
KRTAP3-3,Krtap3-2
KRTAP3-3,Krtap3-3
CLEC4A,Clec4b1
CLEC4A,Clec4a2
CLEC4A,Clec4a1
CLEC4A,Clec4a3
CLEC4A,Clec4b2
CLEC4A,Clec4a4
KRTAP3-2,Krtap3-2
KRTAP3-2,Krtap3-3
ELMO2,Elmo2
SRSF3,Gm12355
SRSF3,Srsf3
TMEM53,Tmem53
ZDHHC17,Zdhhc17
KRTAP3-1,Krtap3-1
CRYGS,Crygs
RPS26,Rps26
GPR87,Gpr87
RNGTT,Rngtt
NME4,Nme4
P2RY12,P2ry12
KRTAP1-5,Krtap9-3
KRTAP1-5,Krtap1-3
KRTAP1-5,Krtap1-5
KRTAP1-5,Krtap1-4
KNG1,Kng2
KNG1,Kng1
KRTAP1-4,Krtap9-3
KRTAP1-4,Krtap1-3
KRTAP1-4,Krtap1-5
KRTAP1-4,Krtap1-4
EXTL1,Extl1
IGSF10,Igsf10
CD276,Cd276
KRTAP1-3,Krtap9-3
KRTAP1-3,Krtap1-3
KRTAP1-3,Krtap1-5
KRTAP1-3,Krtap1-4
TMEM268,Tmem268
KRTAP1-1,Krtap9-3
KRTAP1-1,Krtap1-3
KRTAP1-1,Krtap1-5
KRTAP1-1,Krtap1-4
LMAN1,Lman1
CERK,Cerk
KRTAP2-1,Krtap2-4
KRTAP2-1,Gm11562
KRTAP2-1,Gm11938
KRTAP2-1,Gm11937
P2RY13,P2ry13
CMTM5,Cmtm5
ZKSCAN2,Zkscan2
CACNG8,Cacng8
GPR171,Gpr171
P2RY14,P2ry14
FRMD7,Frmd7
ERF,Erf
DYNC1LI2,Dync1li2
RPL17-C18orf32,Gm6133
DNMBP,Dnmbp
XPO7,Xpo7
NPAS3,Npas3
CACNG6,Cacng6
MED12L,Med12l
SLC7A8,Slc7a8
FETUB,Fetub
PRRG4,Prrg4
ANXA11,Anxa11
HSD11B1,Hsd11b1
CCDC85A,Ccdc85a
NPY1R,Npy1r
TEX11,Tex11
STK25,Stk25
G0S2,G0s2
TMEM2,Tmem2
NPY5R,Npy5r
AMDHD1,Amdhd1
ETFDH,Etfdh
TOLLIP,Tollip
MAP3K12,Map3k12
PLEKHG6,Plekhg6
RABIF,Rabif
PTTG2,Pttg1
ADORA2A,Adora2a
CIDEC,Cidec
STAT3,Stat3
TBC1D1,Tbc1d1
BTRC,Btrc
CCDC160,Ccdc160
KLHL12,Klhl12
TBC1D2B,Tbc1d2b
NUP93,Nup93
HK1,Hk1
FAM71D,Fam71d
SKI,Ski
C4orf46,4930579G24Rik
SLCO5A1,Slco5a1
PPID,Ppid
GCNT7,Gcnt7
SPECC1L,Specc1l
